Dc_Dist,Dispatch_Date,UCR_General
17,03-11-09,2100
18,13-06-09,2100
18,15-06-09,2100
18,15-06-09,2100
18,16-06-09,2100
18,16-06-09,2100
18,18-06-09,2100
18,18-06-09,2100
18,19-06-09,2100
22,27-12-09,800
25,08-07-09,300
25,09-07-09,300
18,21-10-09,2100
18,22-10-09,2100
18,24-10-09,2100
18,24-10-09,2100
18,28-10-09,2100
18,30-10-09,2100
18,03-11-09,2100
18,07-11-09,2100
18,07-11-09,2100
18,11-11-09,2100
18,11-11-09,2100
18,12-11-09,2100
18,12-11-09,2100
18,13-11-09,2100
18,15-11-09,2100
18,15-11-09,2100
18,16-11-09,2100
17,05-11-09,2100
17,07-11-09,2100
17,07-11-09,2100
17,12-11-09,2100
25,24-02-09,300
25,14-03-09,300
25,29-03-09,300
17,25-08-09,400
17,26-08-09,400
17,31-08-09,400
17,04-10-09,400
17,11-10-09,400
17,17-10-09,400
17,28-10-09,400
17,29-10-09,400
17,01-12-09,400
17,03-12-09,400
17,12-12-09,400
18,11-01-09,400
18,28-01-09,400
22,13-03-09,800
22,14-03-09,800
22,17-03-09,800
22,17-03-09,800
18,21-01-09,2100
18,21-01-09,2100
18,21-01-09,2100
18,22-01-09,2100
18,22-01-09,2100
18,22-01-09,2100
18,23-01-09,2100
18,23-01-09,2100
18,24-01-09,2100
18,25-01-09,2100
18,25-01-09,2100
18,25-01-09,2100
18,30-01-09,2100
18,31-01-09,2100
18,31-01-09,2100
18,01-02-09,2100
18,02-02-09,2100
18,03-02-09,2100
18,03-02-09,2100
18,03-02-09,2100
18,04-02-09,2100
18,04-02-09,2100
18,06-02-09,2100
18,07-02-09,2100
18,09-02-09,2100
22,26-04-09,300
22,02-05-09,300
22,09-05-09,300
22,04-06-09,300
22,01-07-09,300
22,23-07-09,300
22,29-07-09,300
22,08-08-09,300
22,12-08-09,300
22,12-09-09,300
22,03-10-09,300
22,09-10-09,300
22,11-10-09,300
22,04-12-09,300
18,21-05-09,2100
18,23-05-09,2100
24,19-02-09,800
24,19-02-09,800
24,24-02-09,800
24,24-02-09,800
24,25-02-09,800
24,26-02-09,800
24,28-02-09,800
24,28-02-09,800
24,28-02-09,800
24,01-03-09,800
24,04-03-09,800
24,06-03-09,800
18,11-02-09,2100
18,12-02-09,2100
18,14-02-09,2100
12,26-08-09,400
12,26-08-09,400
12,29-08-09,400
12,31-08-09,400
12,01-09-09,400
12,05-09-09,400
12,08-09-09,400
22,30-04-09,800
22,10-05-09,800
22,18-05-09,800
22,24-05-09,800
22,29-05-09,800
22,02-06-09,800
22,02-06-09,800
22,05-06-09,800
22,07-06-09,800
16,06-03-09,2100
16,08-03-09,2100
16,10-03-09,2100
16,12-03-09,2100
18,02-05-09,2100
18,02-05-09,2100
18,03-05-09,2100
18,04-05-09,2100
18,06-05-09,2100
16,14-03-09,2100
16,15-03-09,2100
16,16-03-09,2100
16,20-03-09,2100
16,21-03-09,2100
16,24-03-09,2100
16,26-03-09,2100
16,28-03-09,2100
16,28-03-09,2100
16,30-03-09,2100
16,31-03-09,2100
16,01-04-09,2100
16,04-04-09,2100
16,06-04-09,2100
16,11-04-09,2100
16,11-04-09,2100
16,11-04-09,2100
16,12-04-09,2100
16,18-04-09,2100
16,18-04-09,2100
16,19-04-09,2100
16,22-04-09,2100
16,24-04-09,2100
16,25-04-09,2100
16,26-04-09,2100
16,29-04-09,2100
16,01-05-09,2100
16,03-05-09,2100
18,06-05-09,2100
18,06-05-09,2100
18,07-05-09,2100
6,09-12-09,800
6,13-12-09,800
6,13-12-09,800
6,13-12-09,800
6,16-12-09,800
6,22-12-09,800
6,27-12-09,800
18,25-09-09,300
18,09-10-09,300
17,31-05-09,2100
17,02-06-09,2100
17,07-06-09,2100
18,06-12-09,200
22,14-01-09,200
22,08-02-09,200
22,14-02-09,200
22,14-02-09,200
22,18-03-09,200
22,26-03-09,200
22,23-06-09,200
22,13-07-09,200
22,05-08-09,200
22,23-08-09,200
22,05-09-09,200
22,13-12-09,200
22,17-12-09,200
22,17-12-09,200
16,10-03-09,1500
16,13-03-09,1500
16,21-03-09,1500
16,09-04-09,1500
16,02-05-09,1500
16,24-05-09,1500
16,24-05-09,1500
16,22-06-09,1500
16,15-07-09,1500
16,28-08-09,1500
16,04-09-09,1500
18,08-05-09,2100
18,08-05-09,2100
18,08-05-09,2100
18,08-05-09,2100
18,08-05-09,2100
18,09-05-09,2100
18,10-05-09,2100
18,15-05-09,2100
18,16-05-09,2100
18,16-05-09,2100
18,17-05-09,2100
18,18-05-09,2100
18,20-05-09,2100
18,13-10-09,300
18,13-11-09,300
16,28-11-09,2100
16,28-11-09,2100
16,29-11-09,2100
16,04-12-09,2100
16,05-12-09,2100
16,07-12-09,2100
16,08-12-09,2100
16,10-12-09,2100
16,13-12-09,2100
16,17-12-09,2100
17,03-01-09,2100
17,06-01-09,2100
17,06-01-09,2100
24,22-05-09,800
24,23-05-09,800
24,28-05-09,800
24,30-05-09,800
24,01-06-09,800
24,03-06-09,800
24,03-06-09,800
24,05-06-09,800
24,05-06-09,800
24,05-06-09,800
24,05-06-09,800
24,05-06-09,800
24,06-06-09,800
24,10-06-09,800
24,10-06-09,800
24,10-06-09,800
24,13-06-09,800
24,15-06-09,800
24,15-06-09,800
24,15-06-09,800
24,16-06-09,800
24,16-06-09,800
24,18-06-09,800
24,18-06-09,800
24,20-06-09,800
24,21-06-09,800
24,23-06-09,800
24,24-06-09,800
24,24-06-09,800
24,24-06-09,800
24,25-06-09,800
24,25-06-09,800
24,26-06-09,800
24,09-01-09,200
24,14-01-09,200
24,27-01-09,200
24,07-02-09,200
24,07-02-09,200
24,23-02-09,200
24,02-04-09,200
24,22-04-09,200
24,22-04-09,200
24,25-04-09,200
24,11-05-09,200
24,18-05-09,200
24,19-05-09,200
24,01-06-09,200
24,02-06-09,200
24,15-06-09,200
24,15-06-09,200
24,01-07-09,200
24,16-07-09,200
24,24-07-09,200
24,11-08-09,200
24,04-10-09,200
24,19-10-09,200
24,20-10-09,200
22,24-06-09,300
17,24-05-09,2100
17,24-05-09,2100
17,09-01-09,2100
17,10-01-09,2100
17,12-01-09,2100
17,19-01-09,2100
17,25-01-09,2100
17,25-01-09,2100
17,31-01-09,2100
17,31-01-09,2100
17,01-02-09,2100
17,01-02-09,2100
17,02-02-09,2100
17,02-02-09,2100
17,13-02-09,2100
17,13-02-09,2100
18,08-11-09,300
17,13-11-09,2100
17,13-11-09,2100
17,15-11-09,2100
17,18-11-09,2100
17,21-11-09,2100
17,21-11-09,2100
17,21-11-09,2100
17,21-11-09,2100
17,22-11-09,2100
17,29-11-09,2100
17,29-11-09,2100
17,01-12-09,2100
17,02-12-09,2100
17,04-12-09,2100
17,06-12-09,2100
17,10-12-09,2100
17,10-12-09,2100
17,11-12-09,2100
17,15-12-09,2100
17,15-12-09,2100
17,15-12-09,2100
17,16-12-09,2100
18,01-01-09,2100
18,01-01-09,2100
18,02-01-09,2100
18,02-01-09,2100
18,02-01-09,2100
18,03-01-09,2100
18,03-01-09,2100
18,04-01-09,2100
9,27-08-09,400
9,25-10-09,400
9,07-11-09,400
9,07-11-09,400
9,07-11-09,400
9,07-11-09,400
9,02-12-09,400
9,13-12-09,400
12,17-08-09,400
12,17-08-09,400
12,21-08-09,400
12,24-08-09,400
12,25-08-09,400
12,25-08-09,400
12,25-08-09,400
12,26-08-09,400
16,11-02-09,300
16,08-04-09,300
16,07-06-09,300
16,19-06-09,300
18,04-01-09,2100
18,04-01-09,2100
18,04-01-09,2100
18,07-01-09,2100
18,08-01-09,2100
18,08-01-09,2100
18,08-01-09,2100
18,08-01-09,2100
18,09-01-09,2100
18,09-01-09,2100
18,09-01-09,2100
18,10-01-09,2100
18,10-01-09,2100
18,11-01-09,2100
18,11-01-09,2100
18,11-01-09,2100
18,11-01-09,2100
18,11-01-09,2100
18,11-01-09,2100
18,12-01-09,2100
18,12-01-09,2100
18,12-01-09,2100
18,13-01-09,2100
18,13-01-09,2100
18,15-01-09,2100
18,15-01-09,2100
18,15-01-09,2100
18,15-01-09,2100
17,13-07-09,300
24,06-03-09,800
24,09-03-09,800
24,09-03-09,800
24,09-03-09,800
24,10-03-09,800
24,10-03-09,800
24,12-03-09,800
24,13-03-09,800
24,13-03-09,800
24,13-03-09,800
24,17-03-09,800
24,17-03-09,800
24,18-03-09,800
24,23-03-09,800
24,23-03-09,800
24,25-03-09,800
24,25-03-09,800
24,26-03-09,800
24,27-03-09,800
24,27-03-09,800
24,29-03-09,800
24,01-04-09,800
24,01-04-09,800
24,01-04-09,800
24,02-04-09,800
24,02-04-09,800
16,05-07-09,300
16,06-07-09,300
16,07-07-09,300
16,26-08-09,300
16,29-08-09,300
16,02-09-09,300
16,06-09-09,300
16,11-09-09,300
24,14-01-09,300
24,15-01-09,300
24,16-01-09,300
24,16-01-09,300
24,17-01-09,300
24,20-01-09,300
24,23-01-09,300
24,27-01-09,300
24,29-01-09,300
24,04-02-09,300
24,06-02-09,300
24,10-02-09,300
24,15-02-09,300
24,15-02-09,300
24,20-02-09,300
24,22-02-09,300
24,24-02-09,300
24,26-02-09,300
24,01-03-09,300
24,01-03-09,300
24,02-03-09,300
24,04-03-09,300
24,05-03-09,300
24,06-03-09,300
24,11-03-09,300
24,14-03-09,300
24,10-04-09,300
24,20-05-09,300
24,02-06-09,300
24,04-06-09,300
24,22-06-09,300
24,26-06-09,300
24,18-08-09,300
16,12-11-09,400
16,26-11-09,400
16,26-11-09,400
16,08-12-09,400
16,13-12-09,400
17,03-01-09,400
17,12-01-09,400
17,23-01-09,400
17,29-01-09,400
17,13-02-09,400
17,28-02-09,400
17,08-03-09,400
17,16-03-09,400
24,10-01-09,800
17,28-03-09,400
17,01-04-09,400
17,11-04-09,400
17,09-05-09,400
17,13-05-09,400
17,19-05-09,400
17,20-05-09,400
16,24-11-09,800
16,08-12-09,800
17,02-01-09,800
17,21-07-09,800
17,28-07-09,800
17,11-11-09,800
18,27-04-09,800
18,04-06-09,800
18,20-06-09,800
18,16-07-09,800
18,17-10-09,800
18,20-12-09,800
24,10-06-09,300
24,12-06-09,300
24,13-06-09,300
24,14-06-09,300
24,19-06-09,300
24,20-06-09,300
24,21-06-09,300
24,21-06-09,300
24,26-06-09,300
24,26-06-09,300
24,28-06-09,300
24,04-07-09,300
24,08-07-09,300
24,09-07-09,300
24,10-07-09,300
24,11-07-09,300
24,12-07-09,300
24,16-07-09,300
24,17-07-09,300
24,18-07-09,300
18,23-05-09,2100
18,23-05-09,2100
18,23-05-09,2100
18,23-05-09,2100
18,24-05-09,2100
18,24-05-09,2100
18,26-05-09,2100
18,26-05-09,2100
18,28-05-09,2100
18,29-05-09,2100
18,29-05-09,2100
18,30-05-09,2100
24,01-01-09,800
24,04-01-09,800
24,11-01-09,800
24,12-01-09,800
24,13-01-09,800
17,07-06-09,2100
17,08-06-09,2100
17,12-06-09,2100
17,13-06-09,2100
17,21-06-09,2100
17,21-06-09,2100
17,26-06-09,2100
17,26-06-09,2100
17,27-06-09,2100
17,28-06-09,2100
17,28-06-09,2100
17,01-07-09,2100
17,02-07-09,2100
17,13-07-09,2100
17,13-07-09,2100
17,20-07-09,2100
17,25-07-09,2100
17,25-07-09,2100
17,26-07-09,2100
17,28-07-09,2100
17,01-08-09,2100
17,02-08-09,2100
17,02-08-09,2100
17,02-08-09,2100
17,02-08-09,2100
17,21-08-09,2100
17,21-08-09,2100
17,23-08-09,2100
17,25-08-09,2100
22,08-08-09,800
22,30-08-09,800
22,05-09-09,800
22,20-09-09,800
22,23-09-09,800
24,22-07-09,300
24,22-07-09,300
24,22-07-09,300
24,22-07-09,300
24,23-07-09,300
24,23-07-09,300
24,26-07-09,300
24,27-07-09,300
24,28-07-09,300
24,29-07-09,300
24,30-07-09,300
24,02-08-09,300
24,06-08-09,300
24,07-08-09,300
24,11-08-09,300
24,12-08-09,300
24,15-08-09,300
24,17-08-09,300
24,25-08-09,300
24,26-08-09,300
24,31-08-09,300
24,05-09-09,300
24,13-01-09,800
24,13-01-09,800
24,14-01-09,800
24,19-01-09,800
24,19-01-09,800
24,19-01-09,800
24,23-01-09,800
24,23-01-09,800
24,30-01-09,800
24,01-02-09,800
24,03-02-09,800
24,04-02-09,800
24,04-02-09,800
24,05-02-09,800
24,09-02-09,800
24,09-02-09,800
24,09-02-09,800
24,09-02-09,800
24,10-02-09,800
24,12-02-09,800
24,16-02-09,800
22,28-06-09,300
22,01-07-09,300
22,10-07-09,300
22,11-07-09,300
16,14-06-09,400
16,01-07-09,400
16,24-07-09,400
16,15-08-09,400
16,29-08-09,400
16,04-09-09,400
16,19-09-09,400
16,24-09-09,400
16,07-10-09,400
16,08-10-09,400
16,09-10-09,400
16,19-10-09,400
16,21-10-09,400
24,27-06-09,800
24,29-06-09,800
24,29-06-09,800
24,30-06-09,800
24,30-06-09,800
16,06-10-09,300
16,23-11-09,300
17,03-01-09,300
17,03-02-09,300
17,08-02-09,300
17,06-03-09,300
17,13-03-09,300
17,11-04-09,300
17,12-04-09,300
17,13-04-09,300
17,03-05-09,300
17,04-05-09,300
17,08-05-09,300
17,17-05-09,300
17,14-06-09,300
17,07-07-09,300
17,03-08-09,300
17,19-08-09,300
17,04-09-09,300
17,16-09-09,300
17,17-10-09,300
17,23-10-09,300
17,28-10-09,300
17,30-10-09,300
17,22-12-09,300
17,31-12-09,300
18,25-01-09,300
22,05-01-09,800
22,05-01-09,800
22,05-01-09,800
6,23-08-09,400
6,23-08-09,400
6,23-08-09,400
6,19-09-09,400
6,24-09-09,400
6,15-10-09,400
6,16-10-09,400
6,22-10-09,400
6,28-11-09,400
6,24-12-09,400
6,24-12-09,400
6,28-12-09,400
24,03-04-09,800
24,03-04-09,800
24,06-04-09,800
24,07-04-09,800
24,07-04-09,800
24,08-04-09,800
24,09-04-09,800
24,09-04-09,800
24,10-04-09,800
24,13-04-09,800
24,14-04-09,800
24,15-04-09,800
24,18-04-09,800
24,20-04-09,800
24,22-04-09,800
17,15-02-09,2100
17,15-02-09,2100
17,15-02-09,2100
17,16-02-09,2100
17,17-02-09,2100
17,21-02-09,2100
17,22-02-09,2100
17,28-02-09,2100
17,03-03-09,2100
17,11-03-09,2100
17,12-03-09,2100
17,13-03-09,2100
17,17-03-09,2100
17,20-03-09,2100
17,20-03-09,2100
17,26-03-09,2100
18,08-03-09,300
18,09-03-09,300
18,15-03-09,300
18,23-03-09,300
18,29-03-09,300
18,22-04-09,300
18,03-05-09,300
18,18-06-09,300
18,11-07-09,300
18,01-09-09,300
22,25-02-09,300
24,18-01-09,300
24,05-12-09,300
25,28-02-09,300
25,06-08-09,300
26,17-06-09,300
18,16-01-09,2100
18,16-01-09,2100
18,17-01-09,2100
18,17-01-09,2100
18,17-01-09,2100
18,17-01-09,2100
22,30-01-09,800
22,28-02-09,800
22,28-02-09,800
22,28-02-09,800
18,19-06-09,2100
18,20-06-09,2100
18,20-06-09,2100
18,22-06-09,2100
18,22-06-09,2100
18,23-06-09,2100
17,01-04-09,2100
17,02-04-09,2100
17,04-04-09,2100
17,07-04-09,2100
17,09-04-09,2100
17,11-04-09,2100
17,12-04-09,2100
17,19-04-09,2100
17,21-04-09,2100
17,21-04-09,2100
17,02-05-09,2100
17,02-05-09,2100
17,03-05-09,2100
17,10-05-09,2100
17,12-05-09,2100
17,16-05-09,2100
17,22-05-09,2100
17,23-05-09,2100
18,18-01-09,2100
18,20-01-09,2100
18,21-01-09,2100
24,22-06-09,300
25,02-01-09,300
25,05-02-09,300
25,27-05-09,300
26,17-01-09,300
26,16-04-09,300
22,18-06-09,800
22,22-06-09,800
22,22-06-09,800
22,28-06-09,800
22,06-07-09,800
22,12-07-09,800
22,13-07-09,800
22,15-07-09,800
22,16-07-09,800
22,18-07-09,800
22,20-07-09,800
22,21-07-09,800
22,22-07-09,800
22,22-07-09,800
22,27-07-09,800
22,30-07-09,800
18,25-06-09,2100
18,27-06-09,2100
18,28-06-09,2100
18,28-06-09,2100
18,29-06-09,2100
18,30-06-09,2100
18,30-06-09,2100
18,03-07-09,2100
18,03-07-09,2100
18,04-07-09,2100
18,04-07-09,2100
18,12-07-09,2100
18,16-07-09,2100
18,17-07-09,2100
18,17-07-09,2100
18,17-07-09,2100
18,18-07-09,2100
18,18-07-09,2100
18,18-07-09,2100
18,20-07-09,2100
18,21-07-09,2100
18,24-07-09,2100
18,24-07-09,2100
18,25-07-09,2100
18,29-07-09,2100
18,29-07-09,2100
18,01-08-09,2100
18,06-08-09,2100
24,19-03-09,300
24,19-03-09,300
24,20-03-09,300
24,24-03-09,300
24,25-03-09,300
17,23-11-09,200
17,22-12-09,200
18,01-01-09,200
18,18-04-09,200
18,10-05-09,200
18,26-05-09,200
18,05-08-09,200
18,22-08-09,200
18,26-09-09,200
18,04-10-09,200
18,16-10-09,200
18,17-10-09,200
18,30-10-09,200
18,02-11-09,200
18,19-11-09,200
16,17-05-09,400
16,18-05-09,400
16,09-06-09,400
16,04-01-09,2100
16,04-01-09,2100
16,04-01-09,2100
16,10-01-09,2100
16,10-01-09,2100
16,21-01-09,2100
16,23-01-09,2100
16,24-01-09,2100
16,31-01-09,2100
16,31-01-09,2100
16,01-02-09,2100
6,13-11-09,800
6,13-11-09,800
6,13-11-09,800
6,13-11-09,800
6,15-11-09,800
6,29-11-09,800
6,29-11-09,800
6,05-12-09,800
6,06-12-09,800
24,06-09-09,300
24,11-09-09,300
24,15-09-09,300
24,15-09-09,300
24,18-09-09,300
24,18-09-09,300
24,18-09-09,300
24,23-09-09,300
24,24-09-09,300
24,26-09-09,300
24,28-09-09,300
24,28-09-09,300
24,28-09-09,300
24,29-09-09,300
24,29-09-09,300
24,30-09-09,300
24,03-10-09,300
16,02-02-09,2100
16,03-02-09,2100
16,08-02-09,2100
16,11-02-09,2100
16,14-02-09,2100
16,14-02-09,2100
16,15-02-09,2100
16,15-02-09,2100
16,15-02-09,2100
16,16-02-09,2100
16,19-02-09,2100
16,21-02-09,2100
16,21-02-09,2100
16,22-02-09,2100
16,23-02-09,2100
16,25-02-09,2100
16,26-02-09,2100
16,04-03-09,2100
16,05-03-09,2100
22,02-04-09,300
22,27-04-09,300
22,07-05-09,300
22,11-05-09,300
22,13-05-09,300
22,18-05-09,300
22,18-05-09,300
22,20-05-09,300
22,21-05-09,300
22,22-05-09,300
22,25-05-09,300
22,30-05-09,300
22,31-05-09,300
22,04-06-09,300
22,06-06-09,300
22,08-06-09,300
22,11-06-09,300
16,14-01-09,1500
16,17-01-09,1500
16,07-02-09,1500
16,26-02-09,1500
16,08-11-09,2100
16,08-11-09,2100
16,09-11-09,2100
16,15-11-09,2100
16,17-11-09,2100
16,18-11-09,2100
16,19-11-09,2100
24,04-10-09,300
24,04-10-09,300
24,13-10-09,300
24,14-10-09,300
24,18-10-09,300
24,22-10-09,300
24,30-10-09,300
24,04-11-09,300
24,05-11-09,300
24,07-11-09,300
24,13-11-09,300
24,15-11-09,300
24,19-11-09,300
24,25-11-09,300
22,16-06-09,300
22,17-06-09,300
22,19-06-09,300
22,22-06-09,300
22,22-06-09,300
22,12-03-09,800
22,03-01-09,300
22,22-01-09,300
22,06-02-09,300
22,19-02-09,300
22,26-02-09,300
22,04-04-09,300
22,25-04-09,300
12,01-10-09,300
12,23-10-09,300
12,01-11-09,300
17,06-07-09,300
24,18-09-09,300
24,13-10-09,300
24,30-11-09,300
25,01-01-09,300
16,23-03-09,400
16,28-03-09,400
16,01-04-09,400
16,02-04-09,400
16,02-04-09,400
16,23-05-09,400
16,12-06-09,400
16,13-06-09,400
16,16-06-09,400
12,21-02-09,800
12,22-02-09,800
12,24-02-09,800
12,24-02-09,800
12,25-02-09,800
12,25-02-09,800
12,26-02-09,800
25,09-02-09,300
24,16-02-09,200
24,10-05-09,200
24,20-05-09,200
24,28-07-09,200
24,14-08-09,200
12,27-02-09,800
12,01-03-09,800
12,03-03-09,800
12,04-03-09,800
12,05-03-09,800
12,05-03-09,800
12,06-03-09,800
12,06-03-09,800
12,06-03-09,800
12,07-03-09,800
12,10-03-09,800
12,10-03-09,200
12,13-03-09,800
12,13-03-09,800
12,15-03-09,800
12,16-03-09,800
12,17-03-09,800
12,19-03-09,800
12,19-03-09,800
12,21-03-09,800
12,22-03-09,800
12,22-03-09,800
12,23-03-09,800
12,23-03-09,800
12,25-03-09,800
12,25-03-09,800
12,26-03-09,800
12,26-03-09,800
12,27-03-09,800
12,27-03-09,800
12,29-03-09,800
12,29-03-09,800
12,30-03-09,800
12,30-03-09,800
17,29-08-09,2100
17,04-09-09,2100
17,04-09-09,2100
17,05-09-09,2100
17,07-09-09,2100
17,09-09-09,2100
17,10-09-09,2100
17,12-09-09,2100
17,13-09-09,2100
17,17-09-09,2100
17,23-09-09,2100
12,22-09-09,400
12,30-09-09,400
12,12-10-09,400
12,16-10-09,400
12,21-10-09,400
12,23-10-09,400
12,25-10-09,400
12,08-11-09,400
12,09-11-09,400
12,09-11-09,400
12,12-11-09,400
12,18-11-09,400
12,18-11-09,400
12,19-11-09,400
12,19-11-09,400
12,21-11-09,400
12,21-11-09,400
12,22-11-09,400
12,28-11-09,400
12,28-11-09,400
12,28-11-09,400
12,02-12-09,400
12,04-12-09,400
12,05-12-09,400
24,05-11-09,200
24,05-11-09,200
24,06-11-09,200
24,18-11-09,200
24,23-11-09,200
24,29-11-09,200
25,01-02-09,200
26,13-11-09,300
17,12-12-09,400
17,12-12-09,400
17,20-12-09,400
18,09-01-09,400
18,13-02-09,400
18,13-02-09,400
18,05-03-09,400
18,14-03-09,400
18,18-03-09,400
18,18-03-09,400
9,06-09-09,800
9,07-09-09,800
9,07-09-09,800
9,08-09-09,800
9,08-09-09,800
9,09-09-09,800
12,18-12-09,400
12,20-12-09,400
12,21-12-09,400
12,22-12-09,400
12,23-12-09,400
25,21-11-09,800
25,03-12-09,800
25,06-12-09,800
26,15-06-09,800
26,03-08-09,800
26,05-11-09,800
26,05-11-09,800
26,21-12-09,800
12,30-03-09,800
12,31-03-09,800
12,31-03-09,800
12,31-03-09,800
12,01-04-09,800
16,09-08-09,400
16,27-08-09,400
16,12-10-09,400
16,29-12-09,400
17,01-01-09,400
24,06-01-09,300
24,20-02-09,300
24,02-04-09,300
24,09-04-09,300
24,21-04-09,300
24,08-05-09,300
25,09-01-09,300
12,11-10-09,800
12,11-10-09,800
12,12-10-09,800
12,17-10-09,800
12,17-10-09,800
12,18-10-09,800
12,18-10-09,800
12,18-10-09,800
12,19-10-09,800
12,20-10-09,800
12,21-10-09,800
12,21-10-09,800
12,23-10-09,800
12,23-10-09,800
12,24-10-09,800
12,24-10-09,800
12,25-10-09,800
12,01-11-09,800
12,02-11-09,800
12,03-11-09,800
12,03-11-09,800
12,04-11-09,800
12,06-11-09,800
12,06-11-09,800
12,07-11-09,800
12,07-11-09,800
17,16-01-09,400
17,17-01-09,400
17,24-02-09,400
25,01-06-09,300
26,08-04-09,300
26,04-06-09,300
9,11-08-09,800
9,15-08-09,800
9,16-08-09,800
9,16-08-09,800
9,16-08-09,800
9,17-08-09,800
9,18-08-09,800
9,19-08-09,800
9,19-08-09,800
9,24-08-09,800
9,24-08-09,800
9,29-08-09,800
9,29-08-09,800
9,02-09-09,800
9,04-09-09,800
9,04-09-09,800
12,09-11-09,800
12,11-11-09,800
12,13-11-09,800
12,13-11-09,800
12,14-11-09,800
12,14-11-09,800
17,07-07-09,400
3,28-05-09,300
3,24-10-09,300
3,28-10-09,300
3,11-12-09,300
6,01-04-09,300
17,31-07-09,400
17,06-08-09,400
17,17-08-09,400
17,25-09-09,400
17,05-10-09,400
17,17-10-09,400
17,04-12-09,400
17,09-12-09,400
17,20-12-09,400
18,01-01-09,400
16,31-07-09,300
25,27-02-09,200
25,10-03-09,200
25,13-03-09,200
25,06-05-09,200
25,16-05-09,200
25,28-06-09,200
25,02-08-09,200
25,16-09-09,200
25,30-09-09,200
25,04-10-09,200
25,28-10-09,200
25,11-11-09,200
25,23-12-09,200
25,31-12-09,200
26,19-01-09,200
26,24-01-09,200
26,28-02-09,200
25,02-12-09,1500
18,17-08-09,300
18,21-10-09,300
22,31-05-09,300
22,04-06-09,300
22,24-09-09,300
25,30-08-09,300
24,23-04-09,800
24,24-04-09,800
24,28-04-09,800
24,01-05-09,800
24,03-05-09,800
24,04-05-09,800
24,04-05-09,800
24,04-05-09,800
24,07-05-09,800
24,07-05-09,800
24,07-05-09,800
24,10-05-09,800
24,10-05-09,800
24,12-05-09,800
24,14-05-09,800
24,16-05-09,800
24,16-05-09,800
24,17-05-09,800
24,17-05-09,800
24,18-05-09,800
24,21-05-09,800
24,21-05-09,800
24,14-09-09,300
18,15-01-09,800
18,23-01-09,800
18,29-01-09,800
18,02-02-09,800
18,06-02-09,800
18,13-02-09,800
18,25-02-09,800
18,25-02-09,800
18,25-02-09,800
18,04-03-09,800
18,18-03-09,800
18,19-03-09,800
9,04-09-09,800
9,07-09-09,800
9,08-09-09,800
9,09-09-09,800
9,17-09-09,800
9,24-09-09,800
9,01-10-09,800
9,19-10-09,800
9,25-10-09,800
9,08-11-09,800
9,29-11-09,800
9,05-12-09,800
9,06-12-09,800
9,01-05-09,800
9,01-05-09,800
9,01-05-09,800
9,02-05-09,800
9,02-05-09,800
9,03-05-09,800
9,03-05-09,800
9,06-05-09,800
9,10-05-09,800
9,13-05-09,800
9,19-05-09,800
9,22-05-09,800
9,23-05-09,800
9,23-05-09,800
9,24-05-09,800
9,24-05-09,800
9,28-05-09,800
9,29-05-09,800
9,31-05-09,800
9,02-06-09,800
9,05-06-09,800
9,06-06-09,800
9,07-06-09,800
9,09-06-09,800
9,10-06-09,800
18,19-03-09,800
18,20-03-09,800
18,24-03-09,800
18,27-03-09,800
18,31-03-09,800
18,31-03-09,800
18,31-03-09,800
18,16-04-09,800
18,17-04-09,800
18,20-04-09,800
18,21-04-09,800
18,21-04-09,800
18,24-04-09,800
18,24-04-09,800
18,24-04-09,800
18,27-04-09,800
18,28-04-09,800
18,28-04-09,800
18,29-04-09,800
18,30-04-09,800
18,30-04-09,800
18,04-05-09,800
18,08-05-09,800
18,12-05-09,800
9,10-06-09,800
9,12-06-09,800
9,13-06-09,800
9,16-06-09,800
9,22-06-09,800
12,15-01-09,800
12,17-01-09,800
12,20-01-09,800
12,22-01-09,800
12,24-01-09,800
12,25-01-09,800
12,25-01-09,800
12,25-01-09,800
12,25-01-09,800
12,25-01-09,800
9,23-01-09,300
9,09-02-09,300
9,14-04-09,300
9,29-05-09,300
9,22-07-09,300
24,28-04-09,1500
24,20-05-09,1500
24,05-06-09,1500
24,05-10-09,1500
24,12-11-09,1500
25,07-01-09,1500
25,06-03-09,1500
12,09-09-09,400
12,09-09-09,400
12,10-09-09,400
12,11-09-09,400
12,14-09-09,400
12,15-09-09,400
12,15-09-09,400
12,16-09-09,400
12,16-09-09,400
12,21-09-09,400
9,24-08-09,300
12,01-03-09,300
12,04-03-09,300
12,24-03-09,300
12,25-04-09,300
22,29-01-09,200
22,02-02-09,200
22,12-04-09,200
22,02-05-09,200
22,03-05-09,200
22,11-08-09,200
22,20-08-09,200
25,20-03-09,1500
25,23-03-09,1500
25,25-03-09,1500
25,17-04-09,1500
9,31-12-09,800
12,30-08-09,800
12,31-08-09,800
12,31-08-09,800
12,04-09-09,800
12,04-09-09,800
12,06-09-09,800
12,09-09-09,800
12,11-09-09,800
12,12-09-09,800
12,14-09-09,800
12,15-09-09,800
12,15-09-09,800
12,16-09-09,800
12,17-09-09,800
12,17-09-09,800
12,19-09-09,800
12,19-09-09,800
12,19-09-09,800
1,18-12-09,300
6,29-09-09,300
12,06-04-09,300
12,21-07-09,300
12,23-07-09,300
12,22-09-09,300
22,01-10-09,200
22,05-10-09,200
22,11-10-09,200
22,23-10-09,200
