OBJECTID,PERMITTYPE,OCCUPANCYTYPE,PERMITNUMBER,EFFECTIVEDATE,EXPIRATIONDATE,RAINDATE,PURPOSE,STATUS,SEG_ID,TYPE,ADDRESS
1630,PLUMBER,Partial Closure,201606960,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 1923 E CLEARFIELD ST,Current,540543,PLUMBER,1900 E CLEARFIELD ST  
1631,PLUMBER,Partial Closure,201606093,2016-06-16T00:00:00.000Z,2016-07-16T00:00:00.000Z,,Plumbers Excavation at 1124 LATONA ST,Expired,340884,PLUMBER,1100 LATONA ST  
1632,PLUMBER,Partial Closure,201606849,2016-07-08T00:00:00.000Z,2016-08-07T00:00:00.000Z,,Plumbers Excavation at 923 CATHARINE ST,Current,340473,PLUMBER,900 CATHARINE ST  
1633,PLUMBER,Partial Closure,201606944,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 1120 RODMAN ST,Current,342211,PLUMBER,1100 RODMAN ST  
1634,PLUMBER,Partial Closure,201606646,2016-07-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,,Plumbers Excavation at 2204 E THOMPSON ST,Current,543211,PLUMBER,2200 E THOMPSON ST  
1635,PLUMBER,Partial Closure,201606749,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 1028 N 3RD ST,Current,440784,PLUMBER,1000 N 3RD ST  
1636,PLUMBER,Partial Closure,201606038,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 243 JEFFERSON ST,Expired,543305,PLUMBER,200 JEFFERSON ST  
1637,PLUMBER,Partial Closure,201606268,2016-06-21T00:00:00.000Z,2016-07-21T00:00:00.000Z,,Plumbers Excavation at 1716 HOPE ST,Current,543136,PLUMBER,1700 HOPE ST  
1638,PLUMBER,Partial Closure,201606757,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 1619 N MARSHALL ST,Current,543094,PLUMBER,1600 N MARSHALL ST  
1639,PLUMBER,Partial Closure,201606808,2016-07-08T00:00:00.000Z,2016-08-07T00:00:00.000Z,,Plumbers Excavation at 976 N MARSHALL ST,Current,441583,PLUMBER,900 N MARSHALL ST  
1640,PLUMBER,Partial Closure,201606915,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 979 N MARSHALL ST,Current,441583,PLUMBER,900 N MARSHALL ST  
1641,PLUMBER,Partial Closure,201606888,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 801 CHERRY ST,Current,441371,PLUMBER,800 CHERRY ST  
1642,PLUMBER,Partial Closure,201606691,2016-07-05T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Plumbers Excavation at 7018 MONTAGUE ST,Current,760651,PLUMBER,7000 MONTAGUE ST  
1643,PLUMBER,Partial Closure,201606153,2016-06-17T00:00:00.000Z,2016-07-17T00:00:00.000Z,,Plumbers Excavation at 3503 SHELMIRE AVE,Expired,761382,PLUMBER,3500 SHELMIRE AVE  
1644,PLUMBER,Partial Closure,201606706,2016-07-05T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Plumbers Excavation at 3431 HARTEL AVE,Expired,861150,PLUMBER,3400 HARTEL AVE  
1645,PLUMBER,Partial Closure,201606041,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 4140 BARNETT ST,Expired,761254,PLUMBER,4100 BARNETT ST  
1646,PLUMBER,Partial Closure,201606044,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 4105 HELLERMAN ST,Expired,761140,PLUMBER,4100 HELLERMAN ST  
1647,PLUMBER,Partial Closure,201605997,2016-06-14T00:00:00.000Z,2016-07-14T00:00:00.000Z,,Plumbers Excavation at 1955 W HUNTING PARK AVE,Expired,620356,PLUMBER,1900 W HUNTING PARK AVE  
1648,PLUMBER,Partial Closure,201606971,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 171 W LOGAN ST,Current,620737,PLUMBER,100 W LOGAN ST  
1649,PLUMBER,Partial Closure,201606696,2016-07-05T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Plumbers Excavation at 4360 MAIN ST,Current,600551,PLUMBER,4300 MAIN ST  
1650,PLUMBER,Partial Closure,201607009,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 4606 ELLA ST,Current,640525,PLUMBER,4600 ELLA ST  
1651,PLUMBER,Partial Closure,201606018,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 4604 ELLA ST,Expired,640525,PLUMBER,4600 ELLA ST  
1652,PLUMBER,Partial Closure,201606698,2016-07-05T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Plumbers Excavation at 5818 W GIRARD AVE,Current,400286,PLUMBER,5800 W GIRARD AVE  
1653,PLUMBER,Partial Closure,201606560,2016-06-30T00:00:00.000Z,2016-07-30T00:00:00.000Z,,Plumbers Excavation at 5818 W GIRARD AVE,Current,400286,PLUMBER,5800 W GIRARD AVE  
1654,PLUMBER,Partial Closure,201606221,2016-06-21T00:00:00.000Z,2016-07-21T00:00:00.000Z,,Plumbers Excavation at 800 N 48TH ST,Current,420436,PLUMBER,800 N 48TH ST  
1655,PLUMBER,Partial Closure,201606875,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 4042 CHESTNUT ST,Current,420917,PLUMBER,4000 CHESTNUT ST  
1656,PLUMBER,Partial Closure,201606991,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 420 HELLERMAN ST,Current,840183,PLUMBER,400 HELLERMAN ST  
1657,PLUMBER,Partial Closure,201606975,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 576 VAN KIRK ST,Current,740495,PLUMBER,500 VAN KIRK ST  
1658,PLUMBER,Partial Closure,201607025,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 3712 HAMILTON ST,Current,420668,PLUMBER,3700 HAMILTON ST  
1659,PLUMBER,Partial Closure,201607037,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 5133 LOCUST ST,Current,420935,PLUMBER,5100 LOCUST ST  
1660,PLUMBER,Partial Closure,201606181,2016-06-20T00:00:00.000Z,2016-07-20T00:00:00.000Z,,Plumbers Excavation at 274 S CECIL ST,Current,401911,PLUMBER,200 S CECIL ST  
1661,PLUMBER,Partial Closure,201607012,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 6046 COTTAGE ST,Current,760356,PLUMBER,6000 COTTAGE ST  
1662,PLUMBER,Partial Closure,201606943,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 2954 ROBBINS ST,Current,761634,PLUMBER,2900 ROBBINS ST  
1663,PLUMBER,Partial Closure,201605902,2016-06-13T00:00:00.000Z,2016-07-13T00:00:00.000Z,,Plumbers Excavation at 626 N 5TH ST,Expired,440758,PLUMBER,600 N 5TH ST  
1664,PLUMBER,Partial Closure,201605903,2016-06-13T00:00:00.000Z,2016-07-13T00:00:00.000Z,,Plumbers Excavation at 626 N 5TH ST,Expired,440758,PLUMBER,600 N 5TH ST  
1665,PLUMBER,Partial Closure,201605884,2016-06-13T00:00:00.000Z,2016-07-13T00:00:00.000Z,,Plumbers Excavation at 2941 WEIKEL ST,Expired,541494,PLUMBER,2900 WEIKEL ST  
1666,PLUMBER,Partial Closure,201606561,2016-06-30T00:00:00.000Z,2016-07-30T00:00:00.000Z,,Plumbers Excavation at 707 E CORNWALL ST,Current,642175,PLUMBER,700 E CORNWALL ST  
1667,PLUMBER,Partial Closure,201606963,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 5462 ARLINGTON ST,Current,500148,PLUMBER,5400 ARLINGTON ST  
1668,PLUMBER,Partial Closure,201606748,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 3146 N STILLMAN ST,Current,520623,PLUMBER,3100 N STILLMAN ST  
1669,PLUMBER,Partial Closure,201606392,2016-06-24T00:00:00.000Z,2016-07-24T00:00:00.000Z,,Plumbers Excavation at 1724 MONUMENT ST,Current,520245,PLUMBER,1700 MONUMENT ST  
1670,PLUMBER,Partial Closure,201606374,2016-06-24T00:00:00.000Z,2016-07-24T00:00:00.000Z,,Plumbers Excavation at 4929 N 5TH ST,Current,640037,PLUMBER,4900 N 5TH ST  
1671,PLUMBER,Partial Closure,201606993,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 3536 JASPER ST,Current,642122,PLUMBER,3500 JASPER ST  
1672,PLUMBER,Partial Closure,201606714,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 1924 WOLF ST,Current,321318,PLUMBER,1900 WOLF ST  
1673,PLUMBER,Partial Closure,201606937,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 1819 MOUNTAIN ST,Current,322259,PLUMBER,1800 MOUNTAIN ST  
1674,PLUMBER,Partial Closure,201606999,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 2028 N 15TH ST,Current,520192,PLUMBER,2000 N 15TH ST  
1675,PLUMBER,Partial Closure,201607042,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 2028 N 15TH ST,Current,520192,PLUMBER,2000 N 15TH ST  
1676,PLUMBER,Partial Closure,201606981,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 1723 CECIL B MOORE AVE,Current,520456,PLUMBER,1700 CECIL B MOORE AVE  
1677,PLUMBER,Partial Closure,201606983,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 1723 CECIL B MOORE AVE,Current,520456,PLUMBER,1700 CECIL B MOORE AVE  
1678,PLUMBER,Partial Closure,201606378,2016-06-24T00:00:00.000Z,2016-07-24T00:00:00.000Z,,Plumbers Excavation at 2538 N 22ND ST,Current,520831,PLUMBER,2500 N 22ND ST  
1679,PLUMBER,Partial Closure,201605906,2016-06-13T00:00:00.000Z,2016-07-13T00:00:00.000Z,,Plumbers Excavation at 834 N 16TH ST,Expired,421529,PLUMBER,800 N 16TH ST  
1680,PLUMBER,Partial Closure,201606034,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 717 N 17TH ST,Expired,421482,PLUMBER,700 N 17TH ST  
1681,PLUMBER,Partial Closure,201606201,2016-06-20T00:00:00.000Z,2016-07-20T00:00:00.000Z,,Plumbers Excavation at 1803 S RINGGOLD ST,Current,322418,PLUMBER,1800 S RINGGOLD ST  
1682,PLUMBER,Partial Closure,201606699,2016-07-05T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Plumbers Excavation at 1709 NORTH ST,Current,420379,PLUMBER,1700 NORTH ST  
1683,PLUMBER,Partial Closure,201606227,2016-06-21T00:00:00.000Z,2016-07-21T00:00:00.000Z,,Plumbers Excavation at 2202 SOUTH ST,Current,320841,PLUMBER,2200 SOUTH ST  
1684,PLUMBER,Partial Closure,201606302,2016-06-22T00:00:00.000Z,2016-07-22T00:00:00.000Z,,Plumbers Excavation at 2223 DICKINSON ST,Current,321429,PLUMBER,2200 DICKINSON ST  
1685,PLUMBER,Partial Closure,201606338,2016-06-23T00:00:00.000Z,2016-07-23T00:00:00.000Z,,Plumbers Excavation at 5127 GRISCOM ST,Current,760575,PLUMBER,5100 GRISCOM ST  
1686,PLUMBER,Partial Closure,201607043,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 2517 E CAMBRIA ST,Current,542127,PLUMBER,2500 E CAMBRIA ST  
1687,PLUMBER,Partial Closure,201605942,2016-06-14T00:00:00.000Z,2016-07-14T00:00:00.000Z,,Plumbers Excavation at 2316 E CABOT ST,Expired,543163,PLUMBER,2300 E CABOT ST  
1688,PLUMBER,Partial Closure,201606362,2016-06-23T00:00:00.000Z,2016-07-23T00:00:00.000Z,,Plumbers Excavation at 2530 EMERY ST,Current,543159,PLUMBER,2500 EMERY ST  
1689,PLUMBER,Partial Closure,201605982,2016-06-14T00:00:00.000Z,2016-07-14T00:00:00.000Z,,Plumbers Excavation at 2057 AMBER ST,Expired,542428,PLUMBER,2000 AMBER ST  
1690,PLUMBER,Partial Closure,201606328,2016-06-23T00:00:00.000Z,2016-07-23T00:00:00.000Z,,Plumbers Excavation at 902 GILHAM ST,Current,742767,PLUMBER,900 GILHAM ST  
1691,PLUMBER,Partial Closure,201606435,2016-06-27T00:00:00.000Z,2016-07-27T00:00:00.000Z,,Plumbers Excavation at 906 S 5TH ST,Current,342503,PLUMBER,900 S 5TH ST  
1692,PLUMBER,Partial Closure,201606546,2016-06-29T00:00:00.000Z,2016-07-29T00:00:00.000Z,,Plumbers Excavation at 641 N 57TH ST,Current,400303,PLUMBER,600 N 57TH ST  
1693,PLUMBER,Partial Closure,201606721,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 3455 W PENN ST,Current,621175,PLUMBER,3400 W PENN ST  
1694,PLUMBER,Partial Closure,201607055,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 3468 W PENN ST,Current,621175,PLUMBER,3400 W PENN ST  
1695,PLUMBER,Partial Closure,201607058,2016-07-15T00:00:00.000Z,2016-08-14T00:00:00.000Z,,Plumbers Excavation at 2344 W CUMBERLAND ST,Current,520821,PLUMBER,2300 W CUMBERLAND ST  
1696,PLUMBER,Partial Closure,201607059,2016-07-15T00:00:00.000Z,2016-08-14T00:00:00.000Z,,Plumbers Excavation at 2342 W CUMBERLAND ST,Current,520821,PLUMBER,2300 W CUMBERLAND ST  
1697,PLUMBER,Partial Closure,201606171,2016-06-17T00:00:00.000Z,2016-07-17T00:00:00.000Z,,Plumbers Excavation at 4918 CEDAR AVE,Expired,320148,PLUMBER,4900 CEDAR AVE  
1698,PLUMBER,Partial Closure,201606862,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 2831 N LEE ST,Current,540727,PLUMBER,2800 N LEE ST  
1699,PLUMBER,Partial Closure,201606030,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 2931 N 4TH ST,Expired,540421,PLUMBER,2900 N 4TH ST  
1700,PLUMBER,Partial Closure,201606886,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 3338 N 5TH ST,Current,641873,PLUMBER,3300 N 5TH ST  
1701,PLUMBER,Partial Closure,201606883,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 410 BUDD ST,Current,422627,PLUMBER,400 BUDD ST  
1702,PLUMBER,Partial Closure,201606747,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 7912 PICKERING AVE,Current,820667,PLUMBER,7900 PICKERING AVE  
1703,PLUMBER,Partial Closure,201606271,2016-06-21T00:00:00.000Z,2016-07-21T00:00:00.000Z,,Plumbers Excavation at 1224 MARLBOROUGH ST,Current,442161,PLUMBER,1200 MARLBOROUGH ST  
1704,PLUMBER,Partial Closure,201607024,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 633 N FRAZIER ST,Current,401347,PLUMBER,600 N FRAZIER ST  
1705,PLUMBER,Partial Closure,201606518,2016-06-28T00:00:00.000Z,2016-07-28T00:00:00.000Z,,Plumbers Excavation at 4559 N 19TH ST,Expired,620599,PLUMBER,4500 N 19TH ST  
1706,PLUMBER,Partial Closure,201606418,2016-06-27T00:00:00.000Z,2016-07-27T00:00:00.000Z,,Plumbers Excavation at 903 TYSON AVE,Current,840354,PLUMBER,900 TYSON AVE  
1707,PLUMBER,Partial Closure,201607067,2016-07-15T00:00:00.000Z,2016-08-14T00:00:00.000Z,,Plumbers Excavation at 5235 HAWTHORNE ST,Current,760555,PLUMBER,5200 HAWTHORNE ST  
1708,PLUMBER,Partial Closure,201606015,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 447 OLIVE ST,Expired,441148,PLUMBER,400 OLIVE ST  
1709,PLUMBER,Partial Closure,201607049,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 2300 CHESTNUT ST,Current,423378,PLUMBER,2300 CHESTNUT ST  
1710,PLUMBER,Partial Closure,201606111,2016-06-17T00:00:00.000Z,2016-07-17T00:00:00.000Z,,Plumbers Excavation at 240 N 2ND ST,Expired,442191,PLUMBER,200 N 2ND ST  
1711,PLUMBER,Partial Closure,201607088,2016-07-15T00:00:00.000Z,2016-08-14T00:00:00.000Z,,Plumbers Excavation at 812 N LAWRENCE ST,Current,441399,PLUMBER,800 N LAWRENCE ST  
1712,PLUMBER,Partial Closure,201607092,2016-07-15T00:00:00.000Z,2016-08-14T00:00:00.000Z,,Plumbers Excavation at 824 N LAWRENCE ST,Current,441399,PLUMBER,800 N LAWRENCE ST  
1713,PLUMBER,Partial Closure,201606841,2016-07-08T00:00:00.000Z,2016-08-07T00:00:00.000Z,,Plumbers Excavation at 2008 S 5TH ST,Current,341534,PLUMBER,2000 S 5TH ST  
1714,PLUMBER,Partial Closure,201606850,2016-07-08T00:00:00.000Z,2016-08-07T00:00:00.000Z,,Plumbers Excavation at 720 DUDLEY ST,Current,341570,PLUMBER,700 DUDLEY ST  
1715,PLUMBER,Partial Closure,201606805,2016-07-08T00:00:00.000Z,2016-08-07T00:00:00.000Z,,Plumbers Excavation at 3827 N 8TH ST,Current,641230,PLUMBER,3800 N 8TH ST  
1716,PLUMBER,Partial Closure,201606280,2016-06-22T00:00:00.000Z,2016-07-22T00:00:00.000Z,,Plumbers Excavation at 3826 N 8TH ST,Current,641230,PLUMBER,3800 N 8TH ST  
1717,PLUMBER,Partial Closure,201606388,2016-06-24T00:00:00.000Z,2016-07-24T00:00:00.000Z,,Plumbers Excavation at 128 E WILLARD ST,Current,642164,PLUMBER,100 E WILLARD ST  
1718,PLUMBER,Partial Closure,201605986,2016-06-14T00:00:00.000Z,2016-07-14T00:00:00.000Z,,Plumbers Excavation at 1303 HANSON ST,Expired,320374,PLUMBER,1300 HANSON ST  
1719,PLUMBER,Partial Closure,201606717,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 2401 S 61ST ST,Current,320463,PLUMBER,2400 S 61ST ST  
1720,PLUMBER,Partial Closure,201606708,2016-07-05T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Plumbers Excavation at 300 S 52ND ST,Current,400587,PLUMBER,300 S 52ND ST  
1721,PLUMBER,Partial Closure,201606778,2016-07-07T00:00:00.000Z,2016-08-06T00:00:00.000Z,,Plumbers Excavation at 1135 COBBS CREEK PKW,Current,300198,PLUMBER,1100 COBBS CREEK PKWY  
1722,PLUMBER,Partial Closure,201606956,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 716 W COURTLAND ST,Current,640348,PLUMBER,700 W COURTLAND ST  
1723,PLUMBER,Partial Closure,201606843,2016-07-08T00:00:00.000Z,2016-08-07T00:00:00.000Z,,Plumbers Excavation at 1967 PRATT ST,Current,660476,PLUMBER,1900 PRATT ST  
1724,PLUMBER,Partial Closure,201606182,2016-06-20T00:00:00.000Z,2016-07-20T00:00:00.000Z,,Plumbers Excavation at 1937 MC KEAN ST,Current,321281,PLUMBER,1900 MC KEAN ST  
1725,PLUMBER,Partial Closure,201606830,2016-07-08T00:00:00.000Z,2016-08-07T00:00:00.000Z,,Plumbers Excavation at 2119 S GARNET ST,Current,322589,PLUMBER,2100 S GARNET ST  
1726,PLUMBER,Partial Closure,201606742,2016-07-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,,Plumbers Excavation at 2143 S WOODSTOCK ST,Current,322546,PLUMBER,2100 S WOODSTOCK ST  
1727,PLUMBER,Partial Closure,201607034,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 2127 S CARLISLE ST,Current,321921,PLUMBER,2100 S CARLISLE ST  
1728,PLUMBER,Partial Closure,201606334,2016-06-23T00:00:00.000Z,2016-07-23T00:00:00.000Z,,Plumbers Excavation at 2019 N CLEVELAND ST,Current,521587,PLUMBER,2000 N CLEVELAND ST  
1729,PLUMBER,Partial Closure,201606951,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 642 W SCHILLER ST,Current,641651,PLUMBER,600 W SCHILLER ST  
1730,PLUMBER,Partial Closure,201607080,2016-07-15T00:00:00.000Z,2016-08-14T00:00:00.000Z,,Plumbers Excavation at 1931 E STELLA ST,Current,540755,PLUMBER,1900 E STELLA ST  
1731,PLUMBER,Partial Closure,201606499,2016-06-28T00:00:00.000Z,2016-07-28T00:00:00.000Z,,Plumbers Excavation at 5125 HADFIELD ST,Current,320198,PLUMBER,5100 HADFIELD ST  
1732,PLUMBER,Partial Closure,201605943,2016-06-14T00:00:00.000Z,2016-07-14T00:00:00.000Z,,Plumbers Excavation at 5651 ELLIOTT ST,Expired,300746,PLUMBER,5600 ELLIOTT ST  
1733,PLUMBER,Partial Closure,201606312,2016-06-22T00:00:00.000Z,2016-07-22T00:00:00.000Z,,Plumbers Excavation at 7059 REEDLAND ST,Current,200419,PLUMBER,7000 REEDLAND ST  
1734,PLUMBER,Partial Closure,201606127,2016-06-17T00:00:00.000Z,2016-07-17T00:00:00.000Z,,Plumbers Excavation at 2304 N BOUVIER ST,Expired,521055,PLUMBER,2300 N BOUVIER ST  
1735,PLUMBER,Partial Closure,201606202,2016-06-20T00:00:00.000Z,2016-07-20T00:00:00.000Z,,Plumbers Excavation at 2437 S ROSEWOOD ST,Current,321902,PLUMBER,2400 S ROSEWOOD ST  
1736,PLUMBER,Partial Closure,201606635,2016-07-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,,Plumbers Excavation at 1513 N 17TH ST,Current,520596,PLUMBER,1500 N 17TH ST  
1737,PLUMBER,Partial Closure,201606147,2016-06-17T00:00:00.000Z,2016-07-17T00:00:00.000Z,,Plumbers Excavation at 1311 S COLORADO ST,Expired,322223,PLUMBER,1300 S COLORADO ST  
1738,PLUMBER,Partial Closure,201606979,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 1101 MARKET ST,Current,440395,PLUMBER,1100 MARKET ST  
1739,PLUMBER,Partial Closure,201606543,2016-06-29T00:00:00.000Z,2016-07-29T00:00:00.000Z,,Plumbers Excavation at 2246 N PARK AVE,Current,541691,PLUMBER,2200 N PARK AVE  
1740,PLUMBER,Partial Closure,201606021,2016-06-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,Plumbers Excavation at 2514 FRANKFORD AVE,Expired,542030,PLUMBER,2500 FRANKFORD AVE  
1741,PLUMBER,Partial Closure,201607039,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 234 N 58TH ST,Current,400402,PLUMBER,200 N 58TH ST  
1742,PLUMBER,Partial Closure,201606667,2016-07-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,,Plumbers Excavation at 5733 HUNTER ST,Current,401430,PLUMBER,5700 HUNTER ST  
1743,PLUMBER,Partial Closure,201606697,2016-07-05T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Plumbers Excavation at 1502 N ROBINSON ST,Current,401235,PLUMBER,1500 N ROBINSON ST  
1744,PLUMBER,Partial Closure,201606455,2016-06-28T00:00:00.000Z,2016-07-28T00:00:00.000Z,,Plumbers Excavation at 3233 N STILLMAN ST,Current,621244,PLUMBER,3200 N STILLMAN ST  
1745,PLUMBER,Partial Closure,201606257,2016-06-21T00:00:00.000Z,2016-07-21T00:00:00.000Z,,Plumbers Excavation at 1604 PINE ST,Expired,320653,PLUMBER,1600 PINE ST  
1746,PLUMBER,Partial Closure,201607101,2016-07-15T00:00:00.000Z,2016-08-14T00:00:00.000Z,,Plumbers Excavation at 1636 LOMBARD ST,Current,320685,PLUMBER,1600 LOMBARD ST  
1747,PLUMBER,Partial Closure,201606579,2016-06-30T00:00:00.000Z,2016-07-30T00:00:00.000Z,,Plumbers Excavation at 423 S 20TH ST,Current,320736,PLUMBER,400 S 20TH ST  
1748,PLUMBER,Partial Closure,201606292,2016-06-22T00:00:00.000Z,2016-07-22T00:00:00.000Z,,Plumbers Excavation at 1211 S BUCKNELL ST,Current,321822,PLUMBER,1200 S BUCKNELL ST  
1749,PLUMBER,Partial Closure,201606117,2016-06-17T00:00:00.000Z,2016-07-17T00:00:00.000Z,,Plumbers Excavation at 2327 N 11TH ST,Expired,541449,PLUMBER,2300 N 11TH ST  
1750,PLUMBER,Partial Closure,201606173,2016-06-17T00:00:00.000Z,2016-07-17T00:00:00.000Z,,Plumbers Excavation at 2450 FRANKFORD AVE,Expired,542183,PLUMBER,2400 FRANKFORD AVE  
1751,PLUMBER,Partial Closure,201606877,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 222 S 46TH ST,Current,422586,PLUMBER,200 S 46TH ST  
1752,PLUMBER,Partial Closure,201606869,2016-07-11T00:00:00.000Z,2016-08-10T00:00:00.000Z,,Plumbers Excavation at 605 ALLENGROVE ST,Current,740715,PLUMBER,600 ALLENGROVE ST  
1753,PLUMBER,Partial Closure,201606985,2016-07-13T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Plumbers Excavation at 41 N 61ST ST,Current,401577,PLUMBER,0 N 61ST ST  
1754,PLUMBER,Partial Closure,201606456,2016-06-28T00:00:00.000Z,2016-07-28T00:00:00.000Z,,Plumbers Excavation at 5903 W GIRARD AVE,Current,400292,PLUMBER,5900 W GIRARD AVE  
1755,PLUMBER,Partial Closure,201606458,2016-06-28T00:00:00.000Z,2016-07-28T00:00:00.000Z,,Plumbers Excavation at 5908 W GIRARD AVE,Current,400292,PLUMBER,5900 W GIRARD AVE  
1756,PLUMBER,Partial Closure,201606230,2016-06-21T00:00:00.000Z,2016-07-21T00:00:00.000Z,,Plumbers Excavation at 7536 OVERBROOK AVE,Current,400662,PLUMBER,7500 OVERBROOK AVE  
1757,PLUMBER,Partial Closure,201605904,2016-06-13T00:00:00.000Z,2016-07-13T00:00:00.000Z,,Plumbers Excavation at 5501 TABOR AVE,Expired,741712,PLUMBER,5500 TABOR AVE  
1758,PLUMBER,Partial Closure,201606357,2016-06-23T00:00:00.000Z,2016-07-23T00:00:00.000Z,,Plumbers Excavation at 4901 WALTON AVE,Current,320150,PLUMBER,4900 WALTON AVE  
1759,PLUMBER,Partial Closure,201607030,2016-07-14T00:00:00.000Z,2016-08-13T00:00:00.000Z,,Plumbers Excavation at 2210 S 21ST ST,Current,322521,PLUMBER,2200 S 21ST ST  
1760,PLUMBER,Partial Closure,201606958,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 1105 N GALLOWAY ST,Current,440187,PLUMBER,1100 N GALLOWAY ST  
1761,PLUMBER,Partial Closure,201606946,2016-07-12T00:00:00.000Z,2016-08-11T00:00:00.000Z,,Plumbers Excavation at 240 GREENWICH ST,Current,341239,PLUMBER,200 GREENWICH ST  
